ProductID,ProductName,Category,CostPrice,SellingPrice
P01241,Product 1241,Electronics,855.85,1222.64
P01242,Product 1242,Grocery,164.4,234.86
P01243,Product 1243,Electronics,593.17,847.38
P01244,Product 1244,Furniture,83.16,118.8
P01245,Product 1245,Electronics,440.18,628.83
P01246,Product 1246,Electronics,209.5,299.28
P01247,Product 1247,Grocery,213.97,305.67
P01248,Product 1248,Electronics,97.11,138.73
P01249,Product 1249,Clothing,513.38,733.4
P01250,Product 1250,Clothing,899.33,1284.76
P01251,Product 1251,Grocery,1230.15,1757.36
P01252,Product 1252,Clothing,284.26,406.08
P01253,Product 1253,Furniture,640.04,914.34
P01254,Product 1254,Clothing,522.34,746.2
P01255,Product 1255,Clothing,1174.86,1678.37
P01256,Product 1256,Furniture,891.56,1273.66
P01257,Product 1257,Furniture,590.88,844.11
P01258,Product 1258,Electronics,571.35,816.22
P01259,Product 1259,Electronics,599.26,856.08
P01260,Product 1260,Electronics,1049.36,1499.08
P01261,Product 1261,Furniture,839.06,1198.65
P01262,Product 1262,Furniture,1056.43,1509.18
P01263,Product 1263,Grocery,1162.65,1660.93
P01264,Product 1264,Grocery,94.61,135.16
P01265,Product 1265,Clothing,132.73,189.62
P01266,Product 1266,Electronics,689.48,984.97
P01267,Product 1267,Electronics,436.07,622.96
P01268,Product 1268,Electronics,349.97,499.96
P01269,Product 1269,Clothing,611.85,874.07
P01270,Product 1270,Furniture,536.19,765.98
P01271,Product 1271,Furniture,76.51,109.3
P01272,Product 1272,Furniture,403.27,576.1
P01273,Product 1273,Clothing,579.7,828.14
P01274,Product 1274,Electronics,922.75,1318.22
P01275,Product 1275,Furniture,172.01,245.73
P01276,Product 1276,Electronics,1338.39,1911.99
P01277,Product 1277,Furniture,745.38,1064.83
P01278,Product 1278,Electronics,575.32,821.88
P01279,Product 1279,Furniture,1395.45,1993.5
P01280,Product 1280,Grocery,898.69,1283.84
P01281,Product 1281,Grocery,988.06,1411.52
P01282,Product 1282,Clothing,221.09,315.85
P01283,Product 1283,Furniture,1322.13,1888.76
P01284,Product 1284,Electronics,658.18,940.26
P01285,Product 1285,Clothing,129.39,184.84
P01286,Product 1286,Clothing,1000.09,1428.7
P01287,Product 1287,Furniture,541.12,773.03
P01288,Product 1288,Furniture,472.87,675.53
P01289,Product 1289,Electronics,1038.14,1483.06
P01290,Product 1290,Clothing,622.07,888.67
P01291,Product 1291,Furniture,24.49,34.99
P01292,Product 1292,Grocery,1150.64,1643.77
P01293,Product 1293,Electronics,239.38,341.97
P01294,Product 1294,Clothing,594.03,848.61
P01295,Product 1295,Grocery,289.72,413.88
P01296,Product 1296,Grocery,1008.16,1440.23
P01297,Product 1297,Grocery,550.21,786.01
P01298,Product 1298,Electronics,1185.34,1693.35
P01299,Product 1299,Grocery,833.57,1190.81
P01300,Product 1300,Clothing,213.07,304.38
P01301,Product 1301,Grocery,1094.94,1564.2
P01302,Product 1302,Grocery,802.7,1146.72
P01303,Product 1303,Electronics,1099.81,1571.16
P01304,Product 1304,Clothing,1220.27,1743.25
P01305,Product 1305,Electronics,120.88,172.69
P01306,Product 1306,Furniture,57.62,82.32
P01307,Product 1307,Clothing,767.75,1096.78
P01308,Product 1308,Clothing,1361.77,1945.38
P01309,Product 1309,Electronics,1384.25,1977.5
P01310,Product 1310,Grocery,1177.83,1682.62
P01311,Product 1311,Clothing,27.69,39.56
P01312,Product 1312,Grocery,865.82,1236.88
P01313,Product 1313,Furniture,930.72,1329.6
P01314,Product 1314,Grocery,339.23,484.61
P01315,Product 1315,Furniture,1211.38,1730.54
P01316,Product 1316,Grocery,1366.25,1951.78
P01317,Product 1317,Clothing,1148.97,1641.38
P01318,Product 1318,Clothing,352.81,504.01
P01319,Product 1319,Furniture,32.64,46.63
P01320,Product 1320,Furniture,1264.21,1806.01
P01321,Product 1321,Grocery,852.12,1217.31
P01322,Product 1322,Electronics,1386.95,1981.36
P01323,Product 1323,Electronics,1239.25,1770.36
P01324,Product 1324,Furniture,560.27,800.39
P01325,Product 1325,Electronics,1209.32,1727.6
P01326,Product 1326,Grocery,791.76,1131.08
P01327,Product 1327,Clothing,819.31,1170.44
P01328,Product 1328,Clothing,1090.08,1557.26
P01329,Product 1329,Grocery,650.65,929.5
P01330,Product 1330,Electronics,39.52,56.45
P01331,Product 1331,Furniture,1195.29,1707.56
P01332,Product 1332,Grocery,72.65,103.78
P01333,Product 1333,Grocery,1252.4,1789.14
P01334,Product 1334,Clothing,1185.72,1693.89
P01335,Product 1335,Clothing,793.42,1133.46
P01336,Product 1336,Grocery,5.12,7.31
P01337,Product 1337,Electronics,50.16,71.65
P01338,Product 1338,Furniture,451.19,644.56
P01339,Product 1339,Grocery,473.08,675.83
P01340,Product 1340,Grocery,807.51,1153.58
P01341,Product 1341,Grocery,899.93,1285.61
P01342,Product 1342,Grocery,281.97,402.82
P01343,Product 1343,Clothing,1194.47,1706.38
P01344,Product 1344,Grocery,654.93,935.62
P01345,Product 1345,Grocery,355.77,508.25
P01346,Product 1346,Electronics,1226.53,1752.18
P01347,Product 1347,Grocery,805.78,1151.11
P01348,Product 1348,Furniture,977.32,1396.17
P01349,Product 1349,Clothing,711.65,1016.65
P01350,Product 1350,Electronics,1290.83,1844.05
P01351,Product 1351,Electronics,1140.51,1629.3
P01352,Product 1352,Grocery,965.08,1378.68
P01353,Product 1353,Furniture,1019.39,1456.27
P01354,Product 1354,Electronics,1375.86,1965.52
P01355,Product 1355,Grocery,518.43,740.61
P01356,Product 1356,Furniture,73.65,105.21
P01357,Product 1357,Grocery,468.09,668.7
P01358,Product 1358,Grocery,1117.95,1597.07
P01359,Product 1359,Clothing,859.66,1228.09
P01360,Product 1360,Grocery,756.5,1080.72
P01361,Product 1361,Electronics,910.16,1300.23
P01362,Product 1362,Clothing,166.14,237.35
P01363,Product 1363,Grocery,11.68,16.68
P01364,Product 1364,Electronics,838.01,1197.16
P01365,Product 1365,Electronics,345.83,494.04
P01366,Product 1366,Electronics,1022.34,1460.49
P01367,Product 1367,Electronics,1394.55,1992.22
P01368,Product 1368,Clothing,1214.71,1735.3
P01369,Product 1369,Clothing,132.57,189.39
P01370,Product 1370,Furniture,781.39,1116.27
P01371,Product 1371,Grocery,628.35,897.65
P01372,Product 1372,Grocery,42.33,60.47
P01373,Product 1373,Grocery,736.6,1052.28
P01374,Product 1374,Electronics,90.08,128.69
P01375,Product 1375,Grocery,56.94,81.35
P01376,Product 1376,Furniture,1030.7,1472.43
P01377,Product 1377,Electronics,590.44,843.48
P01378,Product 1378,Clothing,1253.17,1790.24
P01379,Product 1379,Grocery,827.35,1181.93
P01380,Product 1380,Grocery,906.74,1295.35
P01381,Product 1381,Grocery,573.37,819.1
P01382,Product 1382,Clothing,139.48,199.26
P01383,Product 1383,Clothing,98.99,141.41
P01384,Product 1384,Electronics,996.01,1422.87
P01385,Product 1385,Furniture,691.03,987.19
P01386,Product 1386,Furniture,648.87,926.95
P01387,Product 1387,Electronics,556.59,795.13
P01388,Product 1388,Grocery,893.5,1276.43
P01389,Product 1389,Grocery,829.94,1185.63
P01390,Product 1390,Furniture,1279.13,1827.33
P01391,Product 1391,Electronics,1114.08,1591.55
P01392,Product 1392,Furniture,1321.16,1887.37
P01393,Product 1393,Electronics,444.16,634.51
P01394,Product 1394,Grocery,588.54,840.77
P01395,Product 1395,Grocery,1397.96,1997.08
P01396,Product 1396,Clothing,321.57,459.39
P01397,Product 1397,Electronics,1295.17,1850.24
P01398,Product 1398,Grocery,885.47,1264.96
P01399,Product 1399,Electronics,562.61,803.73
P01400,Product 1400,Clothing,977.09,1395.84
P01401,Product 1401,Furniture,1355.87,1936.95
P01402,Product 1402,Electronics,943.51,1347.87
P01403,Product 1403,Clothing,1021.58,1459.4
P01404,Product 1404,Clothing,802.16,1145.95
P01405,Product 1405,Grocery,852.96,1218.51
P01406,Product 1406,Electronics,400.65,572.36
P01407,Product 1407,Electronics,534.42,763.46
P01408,Product 1408,Clothing,755.66,1079.52
P01409,Product 1409,Grocery,1098.12,1568.75
P01410,Product 1410,Electronics,674.41,963.44
P01411,Product 1411,Clothing,625.58,893.68
P01412,Product 1412,Electronics,1297.44,1853.48
P01413,Product 1413,Grocery,805.48,1150.68
P01414,Product 1414,Grocery,1357.1,1938.71
P01415,Product 1415,Electronics,1149.17,1641.67
P01416,Product 1416,Furniture,6.94,9.92
P01417,Product 1417,Electronics,1282.13,1831.62
P01418,Product 1418,Grocery,951.77,1359.67
P01419,Product 1419,Furniture,766.44,1094.91
P01420,Product 1420,Clothing,312.04,445.77
P01421,Product 1421,Furniture,535.37,764.82
P01422,Product 1422,Clothing,503.27,718.96
P01423,Product 1423,Grocery,349.02,498.6
P01424,Product 1424,Furniture,524.31,749.02
P01425,Product 1425,Grocery,759.42,1084.88
P01426,Product 1426,Grocery,724.23,1034.61
P01427,Product 1427,Electronics,1326.44,1894.92
P01428,Product 1428,Clothing,1338.19,1911.7
P01429,Product 1429,Furniture,1393.93,1991.33
P01430,Product 1430,Electronics,356.85,509.79
P01431,Product 1431,Furniture,1122.74,1603.92
P01432,Product 1432,Furniture,1306.17,1865.96
P01433,Product 1433,Furniture,27.31,39.02
P01434,Product 1434,Grocery,17.29,24.7
P01435,Product 1435,Electronics,955.72,1365.31
P01436,Product 1436,Furniture,850.61,1215.15
P01437,Product 1437,Clothing,23.23,33.19
P01438,Product 1438,Electronics,715.95,1022.79
P01439,Product 1439,Clothing,1054.35,1506.21
P01440,Product 1440,Grocery,545.03,778.62
P01441,Product 1441,Grocery,1084.15,1548.78
P01442,Product 1442,Furniture,41.66,59.51
P01443,Product 1443,Electronics,187.5,267.85
P01444,Product 1444,Electronics,644.27,920.39
P01445,Product 1445,Electronics,1173.33,1676.18
P01446,Product 1446,Grocery,1277.07,1824.38
P01447,Product 1447,Electronics,201.96,288.52
P01448,Product 1448,Electronics,517.53,739.33
P01449,Product 1449,Electronics,305.62,436.6
P01450,Product 1450,Grocery,394.94,564.2
P01451,Product 1451,Furniture,280.2,400.28
P01452,Product 1452,Grocery,1175.19,1678.84
P01453,Product 1453,Electronics,1094.26,1563.23
P01454,Product 1454,Grocery,504.01,720.02
P01455,Product 1455,Furniture,850.65,1215.22
P01456,Product 1456,Grocery,162.78,232.54
P01457,Product 1457,Furniture,269.08,384.4
P01458,Product 1458,Furniture,1332.81,1904.02
P01459,Product 1459,Electronics,1261.92,1802.75
P01460,Product 1460,Electronics,658.95,941.36
P01461,Product 1461,Grocery,297.37,424.81
P01462,Product 1462,Grocery,635.67,908.1
P01463,Product 1463,Clothing,601.41,859.16
P01464,Product 1464,Grocery,635.89,908.42
P01465,Product 1465,Grocery,1026.1,1465.86
P01466,Product 1466,Electronics,1168.66,1669.51
P01467,Product 1467,Clothing,150.11,214.45
P01468,Product 1468,Electronics,678.44,969.2
P01469,Product 1469,Grocery,624.7,892.43
P01470,Product 1470,Clothing,133.17,190.25
P01471,Product 1471,Furniture,51.19,73.13
P01472,Product 1472,Furniture,15.76,22.52
P01473,Product 1473,Grocery,930.78,1329.68
P01474,Product 1474,Furniture,232.67,332.39
P01475,Product 1475,Furniture,1234.2,1763.14
P01476,Product 1476,Clothing,1264.52,1806.46
P01477,Product 1477,Electronics,1316.5,1880.71
P01478,Product 1478,Furniture,710,1014.28
P01479,Product 1479,Grocery,396.36,566.23
P01480,Product 1480,Clothing,1353.71,1933.87
P01481,Product 1481,Electronics,697.34,996.2
P01482,Product 1482,Grocery,24.24,34.63
P01483,Product 1483,Furniture,58.73,83.9
P01484,Product 1484,Electronics,1304.42,1863.46
P01485,Product 1485,Grocery,1004.97,1435.67
P01486,Product 1486,Grocery,810.19,1157.42
P01487,Product 1487,Grocery,603.85,862.64
P01488,Product 1488,Furniture,694.34,991.91
P01489,Product 1489,Electronics,1177.99,1682.85
P01490,Product 1490,Electronics,704.21,1006.02
P01491,Product 1491,Electronics,188.08,268.68
P01492,Product 1492,Electronics,180.45,257.78
P01493,Product 1493,Furniture,1190.87,1701.24
P01494,Product 1494,Electronics,220.72,315.32
P01495,Product 1495,Grocery,1012.63,1446.61
P01496,Product 1496,Furniture,702.23,1003.19
P01497,Product 1497,Electronics,1284.67,1835.24
P01498,Product 1498,Clothing,278.8,398.29
P01499,Product 1499,Grocery,630.91,901.3
P01500,Product 1500,Electronics,1259.91,1799.87
P01501,Product 1501,Grocery,575.92,822.74
P01502,Product 1502,Electronics,856.23,1223.18
P01503,Product 1503,Furniture,731.14,1044.49
P01504,Product 1504,Grocery,771.09,1101.56
P01505,Product 1505,Furniture,58.94,84.2
P01506,Product 1506,Grocery,1049.06,1498.65
P01507,Product 1507,Furniture,345.82,494.03
P01508,Product 1508,Grocery,793.34,1133.35
P01509,Product 1509,Grocery,597.83,854.04
P01510,Product 1510,Clothing,1325.74,1893.91
P01511,Product 1511,Furniture,999.89,1428.41
P01512,Product 1512,Clothing,498.96,712.8
P01513,Product 1513,Furniture,1267.24,1810.35
P01514,Product 1514,Clothing,333.07,475.82
P01515,Product 1515,Clothing,1254.41,1792.02
P01516,Product 1516,Electronics,795.61,1136.59
P01517,Product 1517,Furniture,627.42,896.31
P01518,Product 1518,Clothing,26.61,38.01
P01519,Product 1519,Clothing,55.51,79.3
P01520,Product 1520,Furniture,572.62,818.03
P01521,Product 1521,Grocery,981.35,1401.93
P01522,Product 1522,Grocery,1075.33,1536.18
P01523,Product 1523,Clothing,1338.73,1912.47
P01524,Product 1524,Clothing,946.13,1351.62
P01525,Product 1525,Grocery,162.78,232.55
P01526,Product 1526,Grocery,499.17,713.1
P01527,Product 1527,Clothing,383.25,547.5
P01528,Product 1528,Furniture,288.92,412.74
P01529,Product 1529,Electronics,1166.34,1666.2
P01530,Product 1530,Furniture,975.9,1394.15
P01531,Product 1531,Grocery,151.92,217.03
P01532,Product 1532,Electronics,1014.54,1449.35
P01533,Product 1533,Clothing,6.85,9.79
P01534,Product 1534,Electronics,1291.32,1844.75
P01535,Product 1535,Electronics,408.5,583.57
P01536,Product 1536,Electronics,1176.95,1681.36
P01537,Product 1537,Grocery,28.99,41.42
P01538,Product 1538,Electronics,431.04,615.77
P01539,Product 1539,Clothing,1343.46,1919.23
P01540,Product 1540,Furniture,1287.94,1839.92
P01541,Product 1541,Grocery,110.76,158.23
P01542,Product 1542,Grocery,182.25,260.35
P01543,Product 1543,Electronics,878.49,1254.98
P01544,Product 1544,Furniture,863.83,1234.04
P01545,Product 1545,Furniture,390.88,558.4
P01546,Product 1546,Furniture,282.23,403.18
P01547,Product 1547,Grocery,300.78,429.69
P01548,Product 1548,Electronics,391.19,558.85
P01549,Product 1549,Grocery,723.28,1033.26
P01550,Product 1550,Grocery,915.56,1307.94
P01551,Product 1551,Grocery,659.27,941.82
P01552,Product 1552,Clothing,304.35,434.79
P01553,Product 1553,Electronics,1209.76,1728.23
P01554,Product 1554,Grocery,1278.4,1826.29
P01555,Product 1555,Furniture,205.79,293.98
P01556,Product 1556,Furniture,229.15,327.36
P01557,Product 1557,Clothing,119.22,170.31
P01558,Product 1558,Grocery,1265.4,1807.72
P01559,Product 1559,Clothing,794.13,1134.47
P01560,Product 1560,Furniture,1137.17,1624.53
P01561,Product 1561,Clothing,834.29,1191.84
P01562,Product 1562,Electronics,1284.79,1835.41
P01563,Product 1563,Electronics,894.77,1278.25
P01564,Product 1564,Furniture,712.62,1018.03
P01565,Product 1565,Electronics,1189.41,1699.16
P01566,Product 1566,Furniture,1390.68,1986.68
P01567,Product 1567,Clothing,454.75,649.64
P01568,Product 1568,Grocery,201.03,287.18
P01569,Product 1569,Electronics,908.17,1297.38
P01570,Product 1570,Furniture,892.3,1274.71
P01571,Product 1571,Clothing,859.24,1227.48
P01572,Product 1572,Clothing,198.38,283.4
P01573,Product 1573,Grocery,149.76,213.95
P01574,Product 1574,Electronics,1353.76,1933.95
P01575,Product 1575,Grocery,1230.07,1757.24
P01576,Product 1576,Grocery,1000.07,1428.67
P01577,Product 1577,Grocery,935.75,1336.79
P01578,Product 1578,Grocery,417.7,596.71
P01579,Product 1579,Grocery,137.54,196.49
P01580,Product 1580,Grocery,763.42,1090.6
P01581,Product 1581,Clothing,381.62,545.17
P01582,Product 1582,Clothing,35.28,50.4
P01583,Product 1583,Electronics,319.29,456.13
P01584,Product 1584,Clothing,1076.94,1538.48
P01585,Product 1585,Clothing,993.2,1418.86
P01586,Product 1586,Electronics,365.83,522.61
P01587,Product 1587,Grocery,988.68,1412.4
P01588,Product 1588,Furniture,535.08,764.4
P01589,Product 1589,Grocery,908.5,1297.86
P01590,Product 1590,Furniture,930.51,1329.3
P01591,Product 1591,Furniture,289.16,413.09
P01592,Product 1592,Furniture,229.35,327.64
P01593,Product 1593,Electronics,1328.3,1897.57
P01594,Product 1594,Furniture,120.32,171.88
P01595,Product 1595,Electronics,936.78,1338.26
P01596,Product 1596,Furniture,736.61,1052.3
P01597,Product 1597,Grocery,348.2,497.43
P01598,Product 1598,Electronics,1296.82,1852.6
P01599,Product 1599,Electronics,137.59,196.55
P01600,Product 1600,Clothing,808.14,1154.49
P01601,Product 1601,Electronics,962.14,1374.48
P01602,Product 1602,Clothing,1389.36,1984.8
P01603,Product 1603,Electronics,533.34,761.92
P01604,Product 1604,Furniture,686.59,980.84
P01605,Product 1605,Clothing,979.21,1398.87
P01606,Product 1606,Grocery,164.63,235.19
P01607,Product 1607,Grocery,484.61,692.3
P01608,Product 1608,Furniture,1005.7,1436.71
P01609,Product 1609,Electronics,873.12,1247.31
P01610,Product 1610,Electronics,793.05,1132.93
P01611,Product 1611,Clothing,214.13,305.9
P01612,Product 1612,Furniture,1217.85,1739.78
P01613,Product 1613,Furniture,301.56,430.8
P01614,Product 1614,Clothing,1277.98,1825.68
P01615,Product 1615,Clothing,1346.88,1924.12
P01616,Product 1616,Furniture,457.51,653.58
P01617,Product 1617,Clothing,474.65,678.07
P01618,Product 1618,Furniture,630.76,901.09
P01619,Product 1619,Electronics,266.11,380.16
P01620,Product 1620,Electronics,88.62,126.6
P01621,Product 1621,Clothing,1180.99,1687.13
P01622,Product 1622,Clothing,742.15,1060.22
P01623,Product 1623,Clothing,1093.31,1561.87
P01624,Product 1624,Furniture,1374.45,1963.5
P01625,Product 1625,Clothing,1014.38,1449.12
P01626,Product 1626,Clothing,653.79,933.99
P01627,Product 1627,Electronics,122.63,175.18
P01628,Product 1628,Electronics,1159.77,1656.81
P01629,Product 1629,Furniture,109.44,156.35
P01630,Product 1630,Clothing,876.46,1252.09
P01631,Product 1631,Furniture,758.98,1084.26
P01632,Product 1632,Furniture,617.6,882.29
P01633,Product 1633,Clothing,588.53,840.76
P01634,Product 1634,Electronics,1270.04,1814.34
P01635,Product 1635,Clothing,522,745.72
P01636,Product 1636,Clothing,713.86,1019.8
P01637,Product 1637,Furniture,716.51,1023.58
P01638,Product 1638,Clothing,733.34,1047.63
P01639,Product 1639,Grocery,226.09,322.98
P01640,Product 1640,Furniture,230.05,328.64
P01641,Product 1641,Furniture,948.46,1354.95
P01642,Product 1642,Grocery,876.11,1251.59
P01643,Product 1643,Grocery,645.66,922.37
P01644,Product 1644,Clothing,1186.31,1694.73
P01645,Product 1645,Electronics,452.66,646.66
P01646,Product 1646,Grocery,127.34,181.91
P01647,Product 1647,Furniture,1050.25,1500.36
P01648,Product 1648,Clothing,1055.01,1507.15
P01649,Product 1649,Electronics,248.23,354.62
P01650,Product 1650,Clothing,4.23,6.04
P01651,Product 1651,Clothing,593.07,847.25
P01652,Product 1652,Electronics,557.26,796.08
P01653,Product 1653,Electronics,1235.35,1764.78
P01654,Product 1654,Furniture,1357.43,1939.18
P01655,Product 1655,Grocery,565.97,808.53
P01656,Product 1656,Grocery,1373.2,1961.72
P01657,Product 1657,Furniture,1345.25,1921.79
P01658,Product 1658,Electronics,1081.72,1545.31
P01659,Product 1659,Furniture,103.57,147.96
P01660,Product 1660,Clothing,1257.39,1796.27
P01661,Product 1661,Furniture,724.77,1035.39
P01662,Product 1662,Grocery,929.21,1327.44
P01663,Product 1663,Furniture,341.67,488.1
P01664,Product 1664,Electronics,272.69,389.55
P01665,Product 1665,Grocery,911.15,1301.65
P01666,Product 1666,Grocery,953.26,1361.8
P01667,Product 1667,Clothing,1331.62,1902.31
P01668,Product 1668,Clothing,897.08,1281.54
P01669,Product 1669,Grocery,1254.1,1791.57
P01670,Product 1670,Furniture,613.51,876.44
P01671,Product 1671,Grocery,405.17,578.81
P01672,Product 1672,Grocery,1239.65,1770.93
P01673,Product 1673,Clothing,684.53,977.9
P01674,Product 1674,Clothing,761.16,1087.37
P01675,Product 1675,Grocery,84.76,121.08
P01676,Product 1676,Furniture,655.59,936.56
P01677,Product 1677,Electronics,441.93,631.33
P01678,Product 1678,Furniture,91.8,131.14
P01679,Product 1679,Furniture,754.02,1077.17
P01680,Product 1680,Clothing,61.1,87.28
P01681,Product 1681,Furniture,1198.63,1712.33
P01682,Product 1682,Furniture,682.47,974.95
P01683,Product 1683,Electronics,675.16,964.51
P01684,Product 1684,Electronics,581.69,830.98
P01685,Product 1685,Electronics,703.39,1004.84
P01686,Product 1686,Furniture,98.69,140.98
P01687,Product 1687,Clothing,729.74,1042.48
P01688,Product 1688,Furniture,91.68,130.97
P01689,Product 1689,Clothing,33.42,47.74
P01690,Product 1690,Grocery,708.05,1011.5
P01691,Product 1691,Furniture,755.85,1079.79
P01692,Product 1692,Grocery,1352.83,1932.61
P01693,Product 1693,Electronics,872.51,1246.44
P01694,Product 1694,Clothing,248.06,354.37
P01695,Product 1695,Clothing,363.6,519.43
P01696,Product 1696,Electronics,465.66,665.23
P01697,Product 1697,Grocery,1339.28,1913.26
P01698,Product 1698,Electronics,131.62,188.03
P01699,Product 1699,Furniture,653.35,933.35
P01700,Product 1700,Furniture,54.11,77.3
P01701,Product 1701,Furniture,963.33,1376.19
P01702,Product 1702,Grocery,768,1097.14
P01703,Product 1703,Electronics,48.19,68.84
P01704,Product 1704,Furniture,1182.65,1689.5
P01705,Product 1705,Grocery,210.59,300.84
P01706,Product 1706,Electronics,352.46,503.52
P01707,Product 1707,Electronics,1271.91,1817.01
P01708,Product 1708,Grocery,378.22,540.31
P01709,Product 1709,Furniture,856.32,1223.32
P01710,Product 1710,Electronics,1121.69,1602.42
P01711,Product 1711,Furniture,135.24,193.2
P01712,Product 1712,Electronics,812.03,1160.04
P01713,Product 1713,Furniture,1136.93,1624.19
P01714,Product 1714,Electronics,1358.87,1941.24
P01715,Product 1715,Grocery,698,997.14
P01716,Product 1716,Grocery,214.75,306.78
P01717,Product 1717,Electronics,1303.94,1862.77
P01718,Product 1718,Grocery,69.1,98.71
P01719,Product 1719,Furniture,193.55,276.5
P01720,Product 1720,Clothing,592.04,845.77
P01721,Product 1721,Grocery,98.85,141.21
P01722,Product 1722,Grocery,1375.84,1965.48
P01723,Product 1723,Clothing,390.03,557.19
P01724,Product 1724,Grocery,654.6,935.14
P01725,Product 1725,Electronics,909.63,1299.47
P01726,Product 1726,Furniture,511.17,730.25
P01727,Product 1727,Electronics,1222.28,1746.12
P01728,Product 1728,Electronics,88.23,126.05
P01729,Product 1729,Clothing,1020.06,1457.23
P01730,Product 1730,Grocery,954.95,1364.22
P01731,Product 1731,Clothing,974.82,1392.6
P01732,Product 1732,Clothing,39.7,56.71
P01733,Product 1733,Electronics,1367.55,1953.64
P01734,Product 1734,Furniture,760.74,1086.77
P01735,Product 1735,Grocery,134.62,192.32
P01736,Product 1736,Furniture,720.82,1029.75
P01737,Product 1737,Grocery,1179.63,1685.18
P01738,Product 1738,Grocery,180.48,257.83
P01739,Product 1739,Grocery,955.66,1365.23
P01740,Product 1740,Grocery,704.51,1006.45
P01741,Product 1741,Electronics,745.38,1064.83
P01742,Product 1742,Electronics,782.47,1117.81
P01743,Product 1743,Furniture,88.2,126
P01744,Product 1744,Clothing,562.94,804.2
P01745,Product 1745,Grocery,1034.47,1477.82
P01746,Product 1746,Electronics,649.98,928.54
P01747,Product 1747,Grocery,748.22,1068.88
P01748,Product 1748,Clothing,200.13,285.9
P01749,Product 1749,Furniture,358.27,511.82
P01750,Product 1750,Furniture,464.88,664.12
P01751,Product 1751,Electronics,1127.77,1611.1
P01752,Product 1752,Clothing,743.08,1061.54
P01753,Product 1753,Furniture,1318.81,1884.02
P01754,Product 1754,Furniture,992.9,1418.43
P01755,Product 1755,Grocery,492.82,704.03
P01756,Product 1756,Furniture,890.01,1271.45
P01757,Product 1757,Clothing,718.8,1026.86
P01758,Product 1758,Furniture,737.41,1053.44
P01759,Product 1759,Grocery,622.11,888.73
P01760,Product 1760,Clothing,1387.8,1982.57
P01761,Product 1761,Clothing,1359.85,1942.64
P01762,Product 1762,Furniture,322.21,460.3
P01763,Product 1763,Grocery,82.8,118.28
P01764,Product 1764,Clothing,711.45,1016.36
P01765,Product 1765,Furniture,1335.18,1907.4
P01766,Product 1766,Furniture,813.2,1161.72
P01767,Product 1767,Electronics,668.31,954.73
P01768,Product 1768,Grocery,1111.2,1587.43
P01769,Product 1769,Furniture,1128.06,1611.51
P01770,Product 1770,Clothing,376.22,537.45
P01771,Product 1771,Furniture,202.96,289.95
P01772,Product 1772,Grocery,1019.57,1456.53
P01773,Product 1773,Clothing,389.65,556.65
P01774,Product 1774,Electronics,333.77,476.82
P01775,Product 1775,Electronics,335.64,479.49
P01776,Product 1776,Grocery,1388.39,1983.41
P01777,Product 1777,Grocery,1356.1,1937.29
P01778,Product 1778,Grocery,993.71,1419.59
P01779,Product 1779,Grocery,1112.75,1589.65
P01780,Product 1780,Electronics,459.22,656.03
P01781,Product 1781,Grocery,659.26,941.8
P01782,Product 1782,Furniture,893.77,1276.82
P01783,Product 1783,Grocery,938.48,1340.69
P01784,Product 1784,Clothing,535.86,765.51
P01785,Product 1785,Furniture,901.88,1288.4
P01786,Product 1786,Furniture,108.91,155.58
P01787,Product 1787,Clothing,294.95,421.36
P01788,Product 1788,Grocery,879.79,1256.85
P01789,Product 1789,Grocery,879.89,1256.99
P01790,Product 1790,Furniture,371.49,530.7
P01791,Product 1791,Electronics,48.21,68.87
P01792,Product 1792,Clothing,361.06,515.8
P01793,Product 1793,Electronics,463.83,662.61
P01794,Product 1794,Clothing,249.77,356.81
P01795,Product 1795,Furniture,1236.15,1765.93
P01796,Product 1796,Electronics,335.61,479.44
P01797,Product 1797,Furniture,277.05,395.78
P01798,Product 1798,Furniture,599.76,856.8
P01799,Product 1799,Electronics,1058.65,1512.36
P01800,Product 1800,Furniture,1364.43,1949.19
P01801,Product 1801,Electronics,399.6,570.86
P01802,Product 1802,Clothing,578.29,826.13
P01803,Product 1803,Furniture,1242.14,1774.48
P01804,Product 1804,Grocery,1045.65,1493.78
P01805,Product 1805,Electronics,1013.82,1448.31
P01806,Product 1806,Electronics,600.93,858.47
P01807,Product 1807,Grocery,726.03,1037.19
P01808,Product 1808,Furniture,617.35,881.93
P01809,Product 1809,Furniture,574.56,820.8
P01810,Product 1810,Electronics,1363.51,1947.87
P01811,Product 1811,Grocery,1298.84,1855.48
P01812,Product 1812,Furniture,612.36,874.8
P01813,Product 1813,Grocery,1342.05,1917.21
P01814,Product 1814,Electronics,262.54,375.06
P01815,Product 1815,Grocery,1002.96,1432.8
P01816,Product 1816,Furniture,688.2,983.15
P01817,Product 1817,Grocery,133.88,191.26
P01818,Product 1818,Grocery,1153.24,1647.48
P01819,Product 1819,Electronics,979.27,1398.96
P01820,Product 1820,Electronics,1357.8,1939.72
P01821,Product 1821,Clothing,1169.88,1671.26
P01822,Product 1822,Electronics,294.9,421.28
P01823,Product 1823,Electronics,378.17,540.24
P01824,Product 1824,Furniture,854.89,1221.27
P01825,Product 1825,Electronics,719.47,1027.81
P01826,Product 1826,Furniture,1243.36,1776.23
P01827,Product 1827,Electronics,1254.43,1792.04
